month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage,monthly_nbhd_meals,meal_percent_fsb_covered,monthly_nbhd_meals_lasoupe,meal_percent_lasoupe_covered,whole_again_meals,meal_percent_whole_again_covered,cfs_meals,meal_percent_cfs_covered,charitable_percent_covered
02,2020,Oakley,29,11,0,18,122.18,245.6,11666.888888888889,6491.531425364758,1354.2474747474748,449.4652076318743,337.3883277216611,3.33,0.035326436264324,0.9518830904014838,1.7735308293169354,1,1015019.3333333333,3380014.38,56321.6480359147,0.01666313858579344,18412.372727272726,0.01813992317447424,0.9866861521617516,709.5,6.99001464011523e-4,0,0,0,0,0,0,6.99001464011523e-4
02,2020,Over-the-Rhine,29,11,0,18,122.18,245.6,5407,2800,872,458,96,3.33,0.25107142857142856,0.865757332451758,1.735303846153846,0.65,470409,1566461.97,172656.8,0.11022086926246924,8426.34,0.01791279503580926,0.9938909967500364,158426.55,0.33678469161942054,0,0,0,0,0,0,0.33678469161942054
02,2020,Pendleton,29,11,0,18,122.18,245.6,980,476,218,92,44,3.33,0.14915966386554622,0.8802948891215479,2.06,1,85260,283915.8,17437.600000000002,0.06141820920146044,3182.4,0.03732582688247713,0.9790389252054854,0,0,0,0,0,0,0,0,0
02,2020,Pleasant Ridge,29,11,0,18,122.18,245.6,7044.733270499529,3555.784165881244,1513.6239396795477,880.9359095193214,225.29406220546656,3.33,0.11101451034766469,0.9169173169191632,1.9397813979392928,1,612891.794533459,2040929.6757964185,96949.03751178134,0.04750239004386545,25885.781338360037,0.04223548360288397,1.0066551905659125,1684.0833333333337,0.00274776616093429,0,0,0,0,0,0,0.00274776616093429
02,2020,Queensgate,29,11,0,18,122.18,245.6,273.9800796812749,89.3097609561753,90.03585657370519,28.5597609561753,13.55378486055777,3.33,0.48238482384823855,0.5952954702742855,2.3,1,23836.266932270915,79374.76888446214,10580.858964143426,0.1333025483141238,985.4569721115536,0.04134275618374558,0.769940774772155,0,0,0,0,0,0,0,0,0
02,2020,Riverside,29,11,0,18,122.18,245.6,1794.736526946108,917.6646706586828,227.80239520958085,131.2814371257485,36.76047904191617,3.33,0.14330831973898858,0.8706301399612384,1.913544018058691,1,156142.0778443114,519953.11922155693,32298.60598802396,0.06211830412014745,3932.180838323354,0.02518335155142558,0.9579317956328114,0,0,0,0,0,0,0,0,0
02,2020,Roselawn,29,11,0,18,122.18,245.6,8119,3692,1820,1000,359,3.33,0.2630010834236186,0.7318642715870239,2.1134718762291858,1,706353,2352155.49,238477.6,0.10138683476235662,31800.6,0.04502083236002396,0.8782719387094046,69271.25833333333,0.09806889520301228,0,0,0,0,0,0,0.09806889520301228
02,2020,Sayler Park,29,11,0,18,122.18,245.6,2993,1193,668,393,164,3.33,0.1584241408214585,0.8744584626637463,2.5100733088970344,1,260391,867102.03,46418.399999999994,0.05353280051714328,13033.8,0.05005472539373481,0.9780459885746244,3365.5583333333334,0.01292501788976321,0,0,0,0,0,0,0.01292501788976321
02,2020,Sedamsville,29,11,0,18,122.18,245.6,568.2634730538922,262.3353293413174,101.19760479041916,60.718562874251496,20.239520958083833,3.33,0.20771513353115725,0.8650686488025491,2.07,1,49438.922155688626,164631.61077844314,13382.994011976049,0.08129054893343982,1894.4191616766468,0.03831837505904582,0.9846775727950348,0,0,0,0,0,0,0,0,0
02,2020,South Cumminsville,29,11,0,18,122.18,245.6,711.4001401541697,277.9985984583042,294.03223545900494,176.6166783461808,18.747021723896285,3.33,0.5732031943212067,0.5452783320061263,2.55,1,61891.81219341276,206099.7346040645,39136.28255080589,0.18989001915014636,4571.5105816398045,0.07386292983882539,0.809031280995098,722.9166666666667,0.01168032799568935,0,0,0,0,0,0,0.01168032799568935
02,2020,South Fairmount,29,11,0,18,122.18,245.6,1843,853,423,199,54,3.33,0.2966002344665885,0.7457991256224162,1.94,1,160341,533935.53,62136.8,0.11637509869403148,5920.2,0.03692255879656482,0.8990967831130126,806.7500000000001,0.00503146419194092,0,0,0,0,0,0,0.00503146419194092
02,2020,Spring Grove Village,29,11,0,18,122.18,245.6,2239,889,645,434,64,3.33,0.2823397075365579,0.8245912437885781,2.51,1,194793,648660.6900000001,61645.59999999999,0.09503520245692704,11653.2,0.05982350495140996,0.979449951196915,515.2,0.00264485890150056,0,0,0,0,0,0,0.00264485890150056
02,2020,Villages at Roll Hill,29,11,0,18,122.18,245.6,2382,844,1266,581,40,3.33,0.6990521327014217,0.4147679593796751,2.82,1,207234,690089.22,144904,0.20997864594957735,14531.4,0.07012073308433944,0.6948673384135919,0,0,0,0,0,0,0,0,0
02,2020,Walnut Hills,29,11,0,18,122.18,245.6,6382,3777,808,386,125,3.33,0.36457505957108816,0.8009119235381343,1.6884500628140702,0.69,555234,1848929.22,338191.2,0.1829119234753616,8250.606,0.01485969158949199,0.998683538602988,19279.725,0.03472360302142881,0,0,0,0,0,0,0.03472360302142881
02,2020,West End,29,11,0,18,122.18,245.6,7714.090303478904,3427.8734270910436,2694.179866765359,1503.4122871946706,292,3.33,0.4794538266318034,0.6798608721967957,2.280349514563107,1,671125.8564026647,2234849.1018208736,403645.32701702433,0.18061413036260424,42012.6475203553,0.06260025168088351,0.9230752542402834,37302.725,0.05558230940459991,0,0,0,0,0,0,0.05558230940459991
02,2020,West Price Hill,29,11,0,18,122.18,245.6,17977.55850271782,7434.568795102093,5158.830696221687,2798.855274901968,984.6436493061556,3.33,0.24102951787380744,0.8437037507951004,2.411010739791746,1,1564047.5897364505,5208278.47382238,440103.050728732,0.08450067578774034,88533.8748264701,0.05660561443746637,0.9848100410203072,4471.619833333333,0.00285900497061398,0,0,0,0,0,0,0.00285900497061398
02,2020,Westwood,29,11,0,18,122.18,245.6,32214.592517469675,14285.296224579788,8935.390086969619,4066.431359960282,1436.7187436656895,3.33,0.19718170325529671,0.8520918223552246,2.2577562198291865,1,2802669.5490198615,9332889.59823614,691805.8444865715,0.07412557892223633,128773.71242484772,0.04594680541981197,0.972164206697273,8782.375,0.00313357491719683,0,0,0,0,0,0,0.00313357491719683
02,2020,Winton Hills,29,11,0,18,122.18,245.6,6204,2646,2954,1360,331,3.33,0.5559334845049131,0.6118669189143446,2.34,1,539748,1797360.84,361277.6,0.20100449056183953,39569.4,0.07331087840992463,0.8861822878861089,2699.4333333333334,0.00500128455007398,0,0,0,0,0,0,0.00500128455007398
02,2021,Avondale,28,10,0,18,212.71,422.31,13427,5961,3578,1817,782,3.45987,0.33601744673712464,0.690020480435569,2.12906523468576,1,1127868,3902276.65716,845886.93,0.2167675447736245,60816.6,0.05392173552224196,0.9607097607314354,10204.726,0.00904780169310593,2734.999999925,0.00242492915831019,0,0,0,0,0.01147273085141612
02,2021,Bond Hill,28,10,0,18,212.71,422.31,7640,3312,1924,1160,158,3.45987,0.125,0.8827041204674299,2.2800669082799,1,641760,2220406.1712,174836.34,0.07874070170932336,30841.2,0.04805721765145849,1.0095020398282115,82188.52316666667,0.12806738214701238,606.66666665,9.453170447675144e-4,0,0,0,0,0.1290126991917799
02,2021,California,28,10,0,18,212.71,422.31,930.8790896159318,333.89473684210526,238.099573257468,113.49644381223328,53.103840682788054,3.45987,0,0.9763312714678692,2.77,0.13,78193.84352773827,270540.5334063158,0,0,506.7980654338549,0.00648130393096836,0.9828125753988376,0,0,0,0,0,0,0,0,0
02,2021,Camp Washington,28,10,0,18,212.71,422.31,1190,461,124,39,34,3.45987,0.21691973969631237,0.9047287309565144,1.87,1,99960,345848.6052,42231,0.1221083426824241,1708.2,0.01708883553421368,1.043925909173152,1514.5375,0.01515143557422969,290,0.00290116046418567,0,0,0,0,0.01805259603841536
02,2021,Carthage,28,10,0,18,212.71,422.31,2889,1107,899,566,206,3.45987,0.27461607949412825,0.8385307830303412,2.6,1,242676,839627.41212,128382.24,0.15290382156037985,18064.8,0.0744399940661623,1.0658745986568834,24973.535,0.10290896091908552,0,0,0,0,0,0,0.10290896091908552
02,2021,Clifton,28,10,0,18,212.71,422.31,8544,4182,1386,828,171,3.45987,0.05547584887613582,0.8763021251962425,2.043306828811974,0.4,717696,2483134.85952,97975.92,0.03945654406339378,9350.64,0.01302869181380417,0.9287873610734404,2212.4583333333335,0.0030827235115332,216.666666675,3.01891980274378e-4,0,0,0,0,0.003384615491807578
02,2021,College Hill,28,10,0,18,212.71,422.31,17085,7353,3947,2269,700,3.45987,0.1587107303141575,0.8208583901598646,2.2967481558251537,1,1435140,4965397.8318,492835.77,0.09925403496245996,69474.6,0.04840963250972031,0.9685220576320448,18639.0525,0.01298761967473556,1299.166666425,9.052543071930264e-4,0,0,0,0,0.013892873981928585
02,2021,Columbia Tusculum,28,10,0,18,212.71,422.31,1546.0010562450489,742.678637443887,243.40586216002112,126.27198310007924,30.321890678637445,3.45987,0.03523489932885906,0.9699188158032096,2.08,0.13,129864.0887245841,449312.8646555268,11051.095508317929,0.0245955466171449,476.35856403485616,0.00366813157288708,0.9981824939932415,0,0,0,0,0,0,0,0,0
02,2021,Corryville,28,10,0,18,212.71,422.31,4438,1936,161,85,5,3.45987,0.04855371900826446,0.7240718148460817,2.2536445783132533,1,372792,1289811.85704,39697.14,0.03077746555307787,2106,0.00564926285971801,0.7604985432588777,4431.45,0.01188719178523144,458.333333325,0.00122946129027715,0,0,0,0,0.013116653075508591
02,2021,CUF,28,10,0,18,212.71,422.31,17351,5533,603,326,155,3.45987,0.0536779324055666,0.790195818152288,2.2912183339224694,1,1457484,5042705.16708,125426.07,0.02487277479929061,11255.4,0.00772248614736079,0.8227910790989394,15951.910416666668,0.01094482712446014,606.66666665,4.162424195737312e-4,0,0,0,0,0.011361069544033871
02,2021,Downtown,28,10,0,18,212.71,422.31,4608.323464100666,3019.7372316802366,182.9837157660992,34.248704663212436,0,3.45987,0.10842091201115778,0.9239368659119096,1.4455950220378533,1,387099.1709844559,1339312.8087139896,138265.41932642486,0.1032360912453212,801.419689119171,0.00207032137806193,1.0292432785352927,261.75325000000004,6.761917090504718e-4,0,0,0,0,0,0,6.761917090504718e-4
02,2021,East End,28,10,0,18,212.71,422.31,1497,707,222,117,41,3.45987,0.11173974540311174,0.966475052010788,2.09,1,125748,435071.73276,33362.49,0.07668273410537535,3697.2,0.02940166046378471,1.0725594465799482,4738.1061666666665,0.03767937594766252,0,0,0,0,0,0,0.03767937594766252
02,2021,East Price Hill,28,10,0,18,212.71,422.31,15139,6027,4271,2175,643,3.45987,0.2969968475194956,0.7712080681060763,2.4806578567302138,1,1271676,4399833.64212,755934.9,0.17180988225631255,65941.2,0.05185377407452841,0.9948717244369172,11394.3265,0.00896008613829308,1952.833333325,0.00153563748417442,0,0,0,0,0.0104957236224675
02,2021,East Walnut Hills,28,10,0,18,212.71,422.31,3830.86118251928,2460.753213367609,256.24293059125966,125.55205655526991,25.677377892030847,3.45987,0.02692944142126316,0.9508650984923857,1.542606914212548,1,321792.33933161956,1113359.6610832906,27985.094093830336,0.02513571765892887,3538.768766066838,0.01099705721216687,0.9869978733634814,4445.666666666667,0.01381532784745765,0,0,0,0,0,0,0.01381532784745765
02,2021,East Westwood,28,10,0,18,212.71,422.31,2454.6865600850556,1098.3896073106985,811.9877462995721,519.3576096109182,102.61365103630436,3.45987,0.3735759991084419,0.7390728677814672,2.2243028365960846,1,206193.67104714463,713403.2966458844,173287.30479215868,0.24290230449856495,14554.127499145008,0.07058474406722849,1.0525599163472608,655.7198333333333,0.00318011619853942,364.58333335,0.00176815966997668,0,0,0,0,0.0049482758685160996
02,2021,English Woods,28,10,0,18,212.71,422.31,488.253937947494,230.7780429594272,135.07303102625298,67.19713603818616,23.304057279236275,3.45987,0.22156862745098044,0.7417474825592686,2.07,1,41013.3307875895,141900.79279205727,21594.050806682582,0.15217709768772542,2117.727923627685,0.05163511187607573,0.9455596921230696,0,0,350.833333325,0.00855412926938284,0,0,0,0,0.00855412926938284
02,2021,Evanston,28,10,0,18,212.71,422.31,8672.297260844167,3470.7770159583115,1628.718848421944,822.7564910472319,335.97585351867104,3.45987,0.14073520983405616,0.8731538120202615,2.1817024576473396,0.36,728472.96991091,2520421.77440566,206281.7671118681,0.08184414577219376,9761.161270623166,0.01339948312950709,0.9683974409219624,12170.028333333334,0.01670621812477364,0,0,0,0,0,0,0.01670621812477364
02,2021,Hartwell,28,10,0,18,212.71,422.31,5084,2421,960,407,270,3.45987,0.09045848822800497,0.9303378976230964,2.03,1,427056,1477558.24272,92485.89,0.06259373561460768,15841.8,0.03709536922558166,1.0300270024632856,1485.5365,0.00347855199318122,189.166666675,4.4295517841922365e-4,0,0,0,0,0.003921507171600443
02,2021,Hyde Park,28,10,0,18,212.71,422.31,14090,6696,2678,1434,361,3.45987,0.00910991636798088,0.9531846417451644,2.0931735761041304,0.65,1183560,4094963.7372,25760.91,0.00629087622094901,27301.95,0.02306765183007199,0.9825431697961856,0,0,0,0,0,0,0,0,0
02,2021,Kennedy Heights,28,10,0,18,212.71,422.31,5042,2478,890,418,40,3.45987,0.0867635189669088,0.8689440842291013,2.02,1,423528,1465351.82136,90796.65,0.06196235516719201,10717.2,0.02530458434861449,0.956211023744908,7439.916666666667,0.01756652846250228,0,0,0,0,0,0,0.01756652846250228
02,2021,Linwood,28,10,0,18,212.71,422.31,675.208344335886,324.36123580670716,106.30631106416688,55.14866649062583,13.242936361235806,3.45987,0.03523489932885906,0.9699188158032096,2.08,1,56717.500924214415,196235.17992266171,4826.511515711644,0.0245955466171449,1600.3635067335624,0.02821639671451601,1.0227307591348709,0,0,0,0,0,0,0,0,0
02,2021,Lower Price Hill,28,10,0,18,212.71,422.31,857.2619521912351,274.3844621513944,282.7221115537849,110.6633466135458,18.94920318725099,3.45987,0.4972375690607735,0.5807520817911681,2.41,1,72010.00398406375,249145.25248434264,57617.55358565737,0.23126089303780056,3032.933665338645,0.04211822660098521,0.8541312014299538,551.5530833333333,0.00765939526201658,396.666666675,0.00550849388597152,0,0,0,0,0.0131678891479881
02,2021,Madisonville,28,10,0,18,212.71,422.31,10328.143097643098,5116.823232323232,1645.7469135802469,776.1576879910214,339.36026936026934,3.45987,0.08993363696852189,0.87150433640854,2.048913083594759,1,867564.0202020202,3001658.7265763637,194336.3028114478,0.06474297064180383,26103.120202020204,0.03008783166911631,0.96633513871946,9892.46975,0.01140258184945988,0,0,0,0,0,0,0.01140258184945988
02,2021,Millvale,28,10,0,18,212.71,422.31,2390.31184302733,890.4344779257183,964.2606867554308,522.8100911002102,59.51296426068675,3.45987,0.6116751269035533,0.4987711396722449,2.67,1,200786.1948142957,694694.1318521373,230013.93815697267,0.3311010236170099,13626.35949544499,0.0678650218360272,0.8977371851252819,10810.141666666666,0.05383906835161059,0,0,0,0,0,0,0.05383906835161059
02,2021,Mt. Adams,28,10,0,18,212.71,422.31,1611,940,134,89,31,3.45987,0,0.9516118211235456,1.7100000000000002,0.13,135324,468203.44788,0,0,365.04,0.0026975259377494,0.954309347061295,0,0,0,0,0,0,0,0,0
02,2021,Mt. Airy,28,10,0,18,212.71,422.31,8782.73328391401,3929.412157153447,2344.5564121571533,1316.0527798369162,373.7666419570051,3.45987,0.22657421732700697,0.7554107528980142,2.2298569832402237,1,737749.5958487769,2552517.6941893077,375984.0643543366,0.1472992979481582,39541.77446997776,0.05359782600014191,0.9563078768463144,3590.605,0.00486696979599023,32.833333325,4.4504712045589706e-5,0,0,0,0,0.00491147450803582
02,2021,Mt. Auburn,28,10,0,18,212.71,422.31,4811,2573,712,390,151,3.45987,0.15895841430237076,0.8721602505206534,1.750066795949149,1,404124,1398216.50388,172724.79,0.12353222088331456,12659.4,0.03132553374706773,1.0270180051510356,3355.35725,0.00830279134622046,1295.83333335,0.00320652407021112,0,0,0,0,0.011509315416431581
02,2021,Mt. Lookout,28,10,0,18,212.71,422.31,5051.790599419065,2169.960126749406,1191.287826775812,626.579350409295,164.43517296012675,3.45987,0.01170664712820799,0.971799423527391,2.336911529223379,0.13,424350.4103512014,1468197.2542618113,10727.922975970429,0.00730686761934061,2406.2661800897813,0.00567046978486082,0.9847767609315924,0,0,0,0,0,0,0,0,0
02,2021,Mt. Washington,28,10,0,18,212.71,422.31,12483.09660303323,5465.230910462971,3053.730015087291,1620.4657236106675,681.9047984555959,3.45987,0.13017022793010077,0.9156232469659864,2.2616857770187853,0.45,1048580.1146547913,3627950.881290673,300435.70630448667,0.08281140405010232,24243.961597357753,0.02312075277656704,1.021555403792656,551.5530833333333,5.259999456645361e-4,0,0,0,0,0,0,5.259999456645361e-4
02,2021,North Avondale - Paddock Hills,28,10,0,18,212.71,422.31,4352.841556636553,1743.4697706740792,617.0382209867964,334.69145239749827,117.34676858929812,3.45987,0.15559361190153428,0.8851764492772662,2.099291784702549,1,365638.6907574704,1265062.3369910491,114561.1987943016,0.09055774995782848,10577.694371091036,0.028929362888752,1.0046635621238469,0,0,797,0.0021797474396074,0,0,0,0,0.0021797474396074
02,2021,North Fairmount,28,10,0,18,212.71,422.31,1669.746062052506,789.2219570405729,461.926968973747,229.80286396181387,79.69594272076372,3.45987,0.2215686274509804,0.7417474825592686,2.07,1,140258.6692124105,485276.76184794266,73848.00919331743,0.15217709768772542,7242.272076372316,0.05163511187607574,0.9455596921230696,853.325,0.00608393766169068,131.666666675,9.387417363528624e-4,0,0,0,0,0.007022679398043542
02,2021,Northside,28,10,0,18,212.71,422.31,7965,4049,1390,654,270,3.45987,0.09706100271672018,0.9022558360807106,1.9639542275905912,1,669060,2314860.6222,165967.83,0.07169668376935251,21621.6,0.03231638418079096,1.006268904030854,65432.41141666667,0.0977975240137905,1097.833333325,0.00164085931504648,0,0,0,0,0.09943838332883698
02,2021,Oakley,28,10,0,18,212.71,422.31,11310.856902356903,6355.176767676768,1271.2530864197531,532.8423120089786,163.63973063973063,3.45987,0.03348852199904193,0.949774836407403,1.7542870201096892,1,950111.97979798,3287263.9355436373,89878.32718855217,0.02734137840796418,16297.679797979798,0.01715343048452576,0.9942696452998928,0,0,0,0,0,0,0,0,0
02,2021,Over-the-Rhine,28,10,0,18,212.71,422.31,5712,2976,893,456,143,3.45987,0.22815860215053765,0.8740488558378371,1.766196153846154,0.65,479808,1660073.30496,286748.49,0.1727324264195124,9110.79,0.01898840786314526,1.0657696901204947,71187.51358333333,0.14836666663193054,470,9.795584900626918e-4,0,0,0,0,0.14934622512199325
02,2021,Pendleton,28,10,0,18,212.71,422.31,1018,509,223,116,30,3.45987,0.10609037328094302,0.8994216897766291,2,1,85512,295860.40344,22804.74,0.07707939195257929,3416.4,0.03995228739825989,1.0164533691274682,0,0,0,0,0,0,0,0,0
02,2021,Pleasant Ridge,28,10,0,18,212.71,422.31,7326.252591894439,3596.0254476908576,1421.0113100848257,749.3854853911405,189.8831291234684,3.45987,0.11124676081012053,0.9116328813998222,2.000969089390142,1,615405.217719133,2129222.0506298966,168943.5034778511,0.07934517840817581,21978.885579641847,0.03571449338876562,1.0266925531967637,1073.5645833333333,0.00174448404469541,1331.66666675,0.00216388588917971,0,0,0,0,0.00390836993387512
02,2021,Queensgate,28,10,0,18,212.71,422.31,273.738047808765,87.61553784860558,90.27788844621514,35.33665338645419,6.050796812749004,3.45987,0.4972375690607735,0.5807520817911682,2.41,1,22993.996015936256,79556.23699565738,18398.24641434263,0.2312608930378005,968.4663346613548,0.04211822660098523,0.8541312014299539,0,0,1045.4166665,0.04546476679283852,0,0,0,0,0.04546476679283852
02,2021,Riverside,28,10,0,18,212.71,422.31,1612.7904191616767,737.7125748502995,260.4850299401198,139.6047904191617,32.31736526946108,3.45987,0.2100602282504586,0.8285307740433957,2.1490519187358914,1,135474.39520958086,468723.79575377255,65442.87718562874,0.1396192763808536,4022.978443113773,0.02969548922429339,0.9978455396485428,375.675,0.00277303323199063,0,0,0,0,0,0,0.00277303323199063
02,2021,Roselawn,28,10,0,18,212.71,422.31,7056,3035,1647,887,249,3.45987,0.22833607907743,0.7578983095489956,2.200778812114855,1,592704,2050678.78848,292660.83,0.14271412551008317,26582.4,0.04484936831875608,0.9454618033778348,65014.4665,0.10969129025618184,0,0,0,0,0,0,0.10969129025618184
02,2021,Sayler Park,28,10,0,18,212.71,422.31,3122,1287,721,462,133,3.45987,0.17249417249417248,0.8479985343962397,2.4276241252915693,1,262248,907343.98776,93752.82,0.1033266558931544,13923,0.05309096732863549,1.0044161576180295,788.4166666666666,0.00300637818655115,0,0,0,0,0,0,0.00300637818655115
02,2021,Sedamsville,28,10,0,18,212.71,422.31,570.2095808383234,206.2874251497006,147.51497005988026,72.39520958083833,18.68263473053892,3.45987,0.2037735849056604,0.7975107575617888,2.64,1,47897.604790419166,165719.48588622757,17752.192814371258,0.10712193994228766,2131.2215568862275,0.04449536811311555,0.949128065617192,0,0,0,0,0,0,0,0,0
02,2021,South Cumminsville,28,10,0,18,212.71,422.31,782.68815697267,291.5655220742817,315.739313244569,171.18990889978977,19.48703573931325,3.45987,0.6116751269035533,0.4987711396722449,2.67,1,65745.80518570427,227471.93898786264,75316.19184302734,0.3311010236170099,4461.840504555012,0.06786502183602722,0.897737185125282,4853.333333333334,0.07381966529461015,0,0,0,0,0,0,0.07381966529461015
02,2021,South Fairmount,28,10,0,18,212.71,422.31,1948,879,467,238,64,3.45987,0.36063708759954494,0.7385392086750329,2.02,1,163632,566145.44784,133872.27000000002,0.236462680236606,7066.8,0.04318715165737753,1.0181890405690164,5743.954166666666,0.0351028782063818,0,0,0,0,0,0,0.0351028782063818
02,2021,Spring Grove Village,28,10,0,18,212.71,422.31,2167,885,569,353,63,3.45987,0.2463276836158192,0.8445121333777121,2.44,1,182028,629793.21636,92063.58,0.14618064724815164,9734.4,0.05347748698002505,1.0441702676058888,0,0,0,0,0,0,0,0,0
02,2021,Villages at Roll Hill,28,10,0,18,212.71,422.31,2556,861,1464,770,35,3.45987,0.7665505226480837,0.4108676316386009,2.97,1,214704,742847.92848,278724.60000000003,0.3752108464114863,18837,0.08773474178403756,0.8738132198341246,0,0,320,0.00149042402563529,0,0,0,0,0.00149042402563529
02,2021,Walnut Hills,28,10,0,18,212.71,422.31,6121,3661,769,356,74,3.45987,0.3561868341983065,0.7967544410471668,1.662482726130653,0.69,514164,1778940.59868,550692.24,0.309561904657537,6942.78,0.01350304572082059,1.1198193914255243,12088.25,0.0235104947059693,5709.333333225,0.01110410945384157,0,0,0,0,0.034614604159810866
02,2021,West End,28,10,0,18,212.71,422.31,8108.676535899333,3560.2627683197634,2883.016284233901,1662.7512953367875,282,3.45987,0.4933898000276512,0.6913873861632996,2.30811501120239,1,681128.829015544,2356617.2016460104,741828.6206735752,0.31478537123272937,45507.18031088082,0.0668114141881995,1.0729841715842283,47446.69583333333,0.06965891592330553,1134.333333425,0.00166537266535096,0,0,0,0,0.07132428858865648
02,2021,West Price Hill,28,10,0,18,212.71,422.31,19033.099430683236,7620.713062369516,5323.327423723329,2962.5585731532974,1141.668963156742,3.45987,0.2279601233948081,0.8468051411190466,2.4887270348361774,1,1598780.3521773918,5531572.177087992,733644.824996781,0.1326286273612354,96038.92434965496,0.06007011796139398,1.039503886441676,5215.833416666667,0.00326238273416556,450,2.8146455476960383e-4,0,0,0,0,0.0035438472889351637
02,2021,Westwood,28,10,0,18,212.71,422.31,33395.31343991494,14676.6103926893,9045.012253700428,4450.642390389082,1192.3863489636956,3.45987,0.2095625572080748,0.8340747646892012,2.2915995172669885,1,2805206.328952855,9705649.221354114,1298885.3552078414,0.13382776624051773,132046.872500855,0.04707207136173341,1.0149746022914523,4811.252416666667,0.00171511534356998,0,0,0,0,0,0,0.00171511534356998
02,2021,Winton Hills,28,10,0,18,212.71,422.31,6294,2662,3029,1366,361,3.45987,0.5101427498121713,0.5928931123874284,2.36,1,528696,1829219.42952,573496.9800000001,0.31352005710462505,40411.8,0.07643674247582732,0.9828499119678809,45938.56058333333,0.08689031235971774,0,0,0,0,0,0,0.08689031235971774
02,2022,Avondale,28,10,0,18,236.37,466.81,13427,5961,3578,1817,782,3.805857,0.33601744673712464,0.6717774753894903,2.12906523468576,1,1127868,4292504.322876,935020.43,0.217826322274623,60816.6,0.05392173552224196,0.9435255331863552,12443.497916666667,0.01103276085203824,7941.6666685,0.00704130861811843,0,0,0,0,0.01807406947015667
02,2022,Bond Hill,28,10,0,18,236.37,466.81,7640,3312,1924,1160,158,3.805857,0.125,0.864238566785308,2.2800669082799,1,641760,2442446.78832,193259.34,0.07912530210450583,30841.2,0.04805721765145849,0.9914210865412724,71471.17441666666,0.1113674495398072,2693.3333335,0.00419679215516704,0,0,0,0,0.11556424169497424
02,2022,California,28,10,0,18,236.37,466.81,930.8790896159318,333.89473684210526,238.099573257468,113.49644381223328,53.103840682788054,3.805857,0,0.9734744690531943,2.77,0.13,78193.84352773827,297594.5867469474,0,0,506.7980654338549,0.00648130393096836,0.9799557729841628,0,0,0,0,0,0,0,0,0
02,2022,Camp Washington,28,10,0,18,236.37,466.81,1190,461,124,39,34,3.805857,0.21691973969631237,0.8891341845216981,1.87,1,99960,380433.46572,46681.00000000001,0.12270476760411332,1708.2,0.01708883553421368,1.0289277876600251,2111.0833333333335,0.02111928104575163,1338.6666665,0.013392023474389751,0,0,0,0,0.03451130452014138
02,2022,Carthage,28,10,0,18,236.37,466.81,2889,1107,899,566,206,3.805857,0.27461607949412825,0.8049220471500269,2.6,1,242676,923590.153332,141910.24,0.15365066364992738,18064.8,0.0744399940661623,1.0330127048661166,3711.415666666667,0.01529370711016609,0,0,0,0,0,0,0.01529370711016609
02,2022,Clifton,28,10,0,18,236.37,466.81,8544,4182,1386,828,171,3.805857,0.05547584887613582,0.8660917976545989,2.043306828811974,0.4,717696,2731448.345472,108299.92,0.03964926526234035,9350.64,0.01302869181380417,0.9187697547307434,281.44475,3.921503672864277e-4,498.33333335,6.94351554627586e-4,0,0,0,0,0.0010865019219140136
02,2022,College Hill,28,10,0,18,236.37,466.81,17085,7353,3947,2269,700,3.805857,0.1587107303141575,0.8057292908762613,2.2967481558251537,1,1435140,5461937.61498,544767.27,0.09973883050328372,69474.6,0.04840963250972031,0.9538777538892652,8138.13125,0.0056706183717268,4136.6666669999995,0.00288241333040678,0,0,0,0,0.00855303170213358
02,2022,Columbia Tusculum,28,10,0,18,236.37,466.81,1546.0010562450489,742.678637443887,243.40586216002112,126.27198310007924,30.321890678637445,3.805857,0.03523489932885906,0.9681283519707844,2.08,0.13,129864.0887245841,494244.15112107946,12215.580720887245,0.02471568089006011,476.35856403485616,0.00366813157288708,0.9965121644337316,0,0,0,0,0,0,0,0,0
02,2022,Corryville,28,10,0,18,236.37,466.81,4438,1936,161,85,5,3.805857,0.04855371900826446,0.696351065084396,2.2536445783132533,1,372792,1418793.042744,43880.13999999999,0.03092779473680962,2106,0.00564926285971801,0.7329281226809237,1776.575,0.00476559314577566,7883.333335,0.02114673419762226,0,0,0,0,0.02591232734339792
02,2022,CUF,28,10,0,18,236.37,466.81,17351,5533,603,326,155,3.805857,0.0536779324055666,0.768146503143471,2.2912183339224694,1,1457484,5546975.683788,138642.57,0.02499426316311553,11255.4,0.00772248614736079,0.8008632524539473,12135.866666666669,0.00832658654686203,0,0,0,0,0,0,0.00832658654686203
