month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage,monthly_nbhd_meals,meal_percent_fsb_covered,monthly_nbhd_meals_lasoupe,meal_percent_lasoupe_covered,whole_again_meals,meal_percent_whole_again_covered,charitable_percent_covered
01,2022,Madisonville,31,13,0,18,235.75,450.99,10328.143097643098,5116.823232323232,1645.7469135802469,776.1576879910214,339.36026936026934,3.46,0.08993363696852189,0.8714993662773055,2.048913083594759,1,960517.3080808081,3323389.8859595964,207534.1081313131,0.062446512522676724,26103.120202020204,0.027176106023717953,0.9611219848237003,0,0,0,0,0,0,0
01,2022,Millvale,31,13,0,18,235.75,450.99,2390.31184302733,890.4344779257183,964.2606867554308,522.8100911002102,59.51296426068675,3.46,0.6116751269035533,0.4987614272290159,2.67,1,222299.00140154167,769154.5448493342,245634.6900840925,0.31935674271054154,13626.35949544499,0.06129743907770199,0.8794156090172595,0,0,0,0,0,0,0
01,2022,Mt. Adams,31,13,0,18,235.75,450.99,1611,940,134,89,31,3.46,0,0.9516093223643088,1.7100000000000002,0.13,149823,518387.58,0,0,365.04,0.0024364750405478468,0.9540457974048567,0,0,0,0,0,0,0
01,2022,Mt. Airy,31,13,0,18,235.75,450.99,8782.73328391401,3929.412157153447,2344.5564121571533,1316.0527798369162,373.7666419570051,3.46,0.22657421732700697,0.7554034689429233,2.2298569832402237,1,816794.195404003,2826107.9160978505,401517.9682772424,0.14207453508415152,39541.77446997776,0.048410939613031403,0.9458889436401063,0,0,0,0,0,0,0
01,2022,Mt. Auburn,31,13,0,18,235.75,450.99,4811,2573,712,390,151,3.46,0.15895841430237076,0.8721527876411065,1.750066795949149,1,447423,1548083.58,184454.91,0.11915048540208661,12659.4,0.028294030481222466,1.0195973035244155,0,0,0,0,0,0,0
01,2022,Mt. Lookout,31,13,0,18,235.75,450.99,5051.790599419065,2169.960126749406,1191.287826775812,626.579350409295,164.43517296012675,3.46,0.011706647128207993,0.971798615058198,2.336911529223379,0.13,469816.52574597305,1625565.1790810667,11456.47979667283,0.007047690208982691,2406.2661800897813,0.005121714644390425,0.983968019911571,0,0,0,0,0,0,0
01,2022,Mt. Washington,31,13,0,18,235.75,450.99,12483.09660303323,5465.230910462971,3053.730015087291,1620.4657236106675,681.9047984555959,3.46,0.13017022793010075,0.9156201690475636,2.2616857770187853,0.45,1160927.9840820904,4016810.8249240327,320838.9552372912,0.07987405163482127,24243.961597357753,0.020883260572383135,1.0163774812547681,0,0,0,0,0,0,0
01,2022,North Avondale - Paddock Hills,31,13,0,18,235.75,450.99,4352.841556636553,1743.4697706740792,617.0382209867964,334.69145239749827,117.34676858929812,3.46,0.15559361190153428,0.8851735635681925,2.099291784702549,1,404814.2647671994,1400657.3560945098,122341.30151841555,0.08734563166793559,10577.694371091035,0.026129747125324388,0.9986489423614525,0,0,0,0,0,0,0
01,2022,North Fairmount,31,13,0,18,235.75,450.99,1669.746062052506,789.2219570405729,461.926968973747,229.80286396181387,79.69594272076372,3.46,0.22156862745098038,0.7417385100679994,2.07,1,155286.38377088305,537290.8878472553,78863.18975656325,0.14677931738716368,7242.272076372316,0.04663816556548776,0.9351559930206508,0,0,0,0,0,0,0
01,2022,Northside,31,13,0,18,235.75,450.99,7965,4049,1390,654,270,3.46,0.09706100271672018,0.9022518159341221,1.9639542275905912,1,740745,2562977.7,177239.06999999998,0.06915357476578901,21621.600000000002,0.029188992163295065,1.000594382863206,0,0,0,0,0,0,0
01,2022,Oakley,31,13,0,18,235.75,450.99,11310.856902356903,6355.176767676768,1271.2530864197531,532.8423120089786,163.63973063973063,3.46,0.03348852199904193,0.949772504348355,1.7542870201096892,1,1051909.6919191922,3639607.534040405,95982.16186868686,0.026371569179090868,16297.679797979798,0.015493421082797464,0.9916374946102434,0,0,0,0,0,0,0
01,2022,Over-the-Rhine,31,13,0,18,235.75,450.99,5712,2976,893,456,143,3.46,0.22815860215053763,0.8740431219104113,1.766196153846154,0.65,531216,1838007.3599999999,306222.21,0.16660554068727998,9110.79,0.017150820005421525,1.057799482603113,0,0,0,0,0,0,0
01,2022,Pendleton,31,13,0,18,235.75,450.99,1018,509,223,116,30,3.46,0.10609037328094302,0.8994174228056827,2,1,94674,327572.04,24353.46,0.07434535621538395,3416.4,0.03608593700487991,1.0098487160259466,0,0,0,0,0,0,0
01,2022,Pleasant Ridge,31,13,0,18,235.75,450.99,7326.252591894439,3596.0254476908576,1421.0113100848257,749.3854853911405,189.8831291234684,3.46,0.11124676081012051,0.9116296636213848,2.000969089390142,1,681341.4910461829,2357441.559019793,180416.828001885,0.0765307743522181,21978.885579641847,0.03225825209307863,1.0204186900666814,0,0,0,0,0,0,0
01,2022,Queensgate,31,13,0,18,235.75,450.99,273.738047808765,87.61553784860558,90.27788844621514,35.33665338645419,6.050796812749004,3.46,0.4972375690607735,0.5807424051449117,2.41,1,25457.63844621514,88083.42902390438,19647.711752988052,0.22305798003908306,968.4663346613548,0.03804226918798666,0.8418426543719815,0,0,0,0,0,0,0
01,2022,Riverside,31,13,0,18,235.75,450.99,1612.7904191616767,737.7125748502995,260.4850299401198,139.6047904191617,32.31736526946108,3.46,0.2100602282504586,0.8285274006179698,2.1490519187358914,1,149989.50898203594,518963.70107784437,69887.24676646707,0.1346669268415442,4022.978443113773,0.026821732202587583,0.9900160596621016,0,0,0,0,0,0,0
01,2022,Roselawn,31,13,0,18,235.75,450.99,7056,3035,1647,887,249,3.46,0.22833607907742998,0.7578925378890712,2.200778812114855,1,656208,2270479.68,312536.07,0.13765200047947576,26582.4,0.04050910686855388,0.9360536452371009,0,0,0,0,0,0,0
01,2022,Sayler Park,31,13,0,18,235.75,450.99,3122,1287,721,462,133,3.46,0.17249417249417248,0.847990816345391,2.4276241252915693,1,290346,1004597.16,100119.78,0.09966161958889073,13923,0.047953131780703026,0.9956055677149848,0,0,0,0,0,0,0
01,2022,Sedamsville,31,13,0,18,235.75,450.99,570.2095808383234,206.2874251497006,147.51497005988026,72.39520958083833,18.68263473053892,3.46,0.2037735849056604,0.797503123964234,2.64,1,53029.49101796408,183482.0389221557,18957.783233532937,0.10332228345018547,2131.2215568862275,0.04018936474733017,0.9410147721617496,0,0,0,0,0,0,0
01,2022,South Cumminsville,31,13,0,18,235.75,450.99,782.68815697267,291.5655220742817,315.739313244569,171.18990889978977,19.48703573931325,3.46,0.6116751269035533,0.49876142722901606,2.67,1,72789.9985984583,251853.39515066572,80431.0799159075,0.31935674271054154,4461.840504555012,0.061297439077702,0.8794156090172597,0,0,0,0,0,0,0
01,2022,South Fairmount,31,13,0,18,235.75,450.99,1948,879,467,238,64,3.46,0.36063708759954494,0.7385280448869079,2.02,1,181164,626827.44,142963.83,0.2280752578412968,7066.8,0.03900774988408293,1.0056110526122877,0,0,0,0,0,0,0
01,2022,Spring Grove Village,31,13,0,18,235.75,450.99,2167,885,569,353,63,3.46,0.24632768361581922,0.8445021823242047,2.44,1,201531,697297.26,98315.82,0.14099556335557664,9734.4,0.048302246304538755,1.0337999919843202,0,0,0,0,0,0,0
01,2022,Villages at Roll Hill,31,13,0,18,235.75,450.99,2556,861,1464,770,35,3.46,0.7665505226480837,0.4108571691390175,2.97,1,237708,822469.6799999999,297653.4,0.36190197309157957,18837,0.07924428290171134,0.8520034251323084,0,0,0,0,0,0,0
01,2022,Walnut Hills,31,13,0,18,235.75,450.99,6121,3661,769,356,74,3.46,0.3561868341983065,0.7967442098379416,1.662482726130653,0.69,569253,1969615.38,588090.96,0.29858162460124577,6942.78,0.01219629936074118,1.1075221337999286,0,0,0,0,0,0,0
01,2022,West End,31,13,0,18,235.75,450.99,8108.676535899333,3560.2627683197634,2883.016284233901,1662.7512953367875,282,3.46,0.4933898000276512,0.6913792440684752,2.30811501120239,1,754106.9178386381,2609209.9357216875,792207.8322501851,0.3036198128040113,45507.18031088082,0.060345793460309216,1.0553448503327956,0,0,0,0,0,0,0
01,2022,West Price Hill,31,13,0,18,235.75,450.99,19033.099430683236,7620.713062369516,5323.327423723329,2962.5585731532974,1141.668963156742,3.46,0.22796012339480806,0.846795732403925,2.4887270348361774,1,1770078.247053541,6124470.7348052515,783468.2570275348,0.12792423883668827,96038.92434965495,0.054256880739323596,1.028976851979937,0,0,0,0,0,0,0
01,2022,Westwood,31,13,0,18,235.75,450.99,33395.31343991494,14676.6103926893,9045.012253700428,4450.642390389082,1192.3863489636956,3.46,0.20956255720807482,0.8340694590217935,2.2915995172669885,1,3105764.1499120896,10745943.958695829,1387095.5135923477,0.12908084379780174,132046.872500855,0.042516709617049536,1.0056670124366447,0,0,0,0,0,0,0
01,2022,Winton Hills,31,13,0,18,235.75,450.99,6294,2662,3029,1366,361,3.46,0.5101427498121713,0.5928803067488246,2.36,1,585342,2025283.32,612444.42,0.30239937985565396,40411.8,0.06903963836526339,0.9643193249697419,0,0,0,0,0,0,0
02,2019,Avondale,28,10,0,18,83.45,167.58,12570,5516,3724,1951,395,3.17,0.385605511240029,0.6611315390110255,2.148326173428799,1,1055880,3347139.6,356442.66000000003,0.10649172206620842,54896.4,0.05199113535629049,0.8196143964335244,0,0,0,0,0,0,0
02,2019,Bond Hill,28,10,0,18,83.45,167.58,7174,3182,1642,974,210,3.17,0.16656191074795726,0.8611707186958055,2.209983272930025,1,602616,1910292.72,88817.40000000001,0.04649413101464367,27705.600000000002,0.04597554661675097,0.9536403963272001,0,0,0,0,0,0,0
02,2019,California,28,10,0,18,83.45,167.58,976,373,197,71,77,3.17,0,0.9956553542619007,2.62,0.13,81984,259889.28,0,0,450.21600000000007,0.005491510538641687,1.0011468648005424,0,0,0,0,0,0,0
02,2019,Camp Washington,28,10,0,18,83.45,167.58,1396,446,230,90,47,3.17,0.3116591928251121,0.8501947443173294,2.36,1,117264,371726.88,23293.620000000003,0.06266326502942161,3205.8,0.02733831354891527,0.9401963228956663,0,0,0,0,0,0,0
02,2019,Carthage,28,10,0,18,83.45,167.58,2940,1039,1017,569,245,3.17,0.2685274302213667,0.7982502251174716,2.82,1,246960,782863.2,46754.82000000001,0.0597228481297882,19047.600000000002,0.07712827988338193,0.9351013531306417,0,0,0,0,0,0,0
02,2019,Clifton,28,10,0,18,83.45,167.58,8552,4156,1437,824,202,3.17,0.06328200192492782,0.8672853664619448,2.0589897100093544,0.4,718368,2277226.56,44073.54000000001,0.01935404266495118,9603.36,0.013368301483362289,0.9000077106102583,0,0,0,0,0,0,0
02,2019,College Hill,28,10,0,18,83.45,167.58,16403,7201,3858,2424,568,3.17,0.1478961255381197,0.848234994555465,2.259642138633177,1,1377852,4367790.84,178472.7,0.040861091233022506,70012.8,0.05081300458975275,0.9399090903782403,0,0,0,0,0,0,0
02,2019,Columbia Tusculum,28,10,0,18,83.45,167.58,1573,741.3396774193549,288.72161290322583,145.62935483870967,42.115806451612904,3.17,0,0.9850607880963806,2.12,0.13,132132,418858.44,0,0,571.1207806451614,0.004322350230414747,0.9893831383267954,0,0,0,0,0,0,0
02,2019,Corryville,28,10,0,18,83.45,167.58,3984,1863,206,56,28,3.17,0.0880300590445518,0.7070811543521907,2.071882530120482,1,334656,1060859.52,27483.120000000003,0.02590646497662575,1965.6000000000001,0.0058734939759036145,0.73886111330472,0,0,0,0,0,0,0
02,2019,CUF,28,10,0,18,83.45,167.58,16974,5547,607,271,122,3.17,0.07066882999819722,0.7571902223251153,2.238798161894662,1,1425816,4519836.72,65691.36,0.014534011750760767,9196.2,0.00644978033631268,0.7781740144121888,0,0,0,0,0,0,0
02,2019,Downtown,28,10,0,18,83.45,167.58,3857,2785.980014803849,161.09104367135456,42.3560325684678,9.40118430792006,3.17,0.10599732880535644,0.8943409124341305,1.3550661135597617,1,323988,1027041.96,49487.453160621764,0.04818445115973817,1211.118874907476,0.0037381596692083537,0.94626352326307694,0,0,0,0,0,0,0
02,2019,East End,28,10,0,18,83.45,167.58,1601,747,314,157,70,3.17,0.0963855421686747,0.9061271110167556,2.13,1,134484,426314.27999999997,12065.760000000002,0.028302500211815573,5311.8,0.039497635406442404,0.9739272466350135,0,0,0,0,0,0,0
02,2019,East Price Hill,28,10,0,18,83.45,167.58,13848,5640,3857,2225,513,3.17,0.32269503546099293,0.787443660994303,2.4111062969381862,1,1163232,3687445.44,304995.60000000003,0.08271189498603132,64069.200000000004,0.05507860856647685,0.9252341645468111,0,0,0,0,0,0,0
02,2019,East Walnut Hills,28,10,0,18,83.45,167.58,3905,2374.6651670951155,354.9685089974293,161.9228791773779,64.96015424164524,3.17,0.0548254807402153,0.9398046942132029,1.62701152368758,1,328020,1039823.4,21817.602069408742,0.020982026437766973,5309.062982005142,0.016185180726800627,0.9769719013777705,0,0,0,0,0,0,0
02,2019,East Westwood,28,10,0,18,83.45,167.58,2503,1090.543121232713,808.9919767632562,456.43811819522045,169.63801571519184,3.17,0.33312741973008175,0.74496052244973,2.271434278865361,1,210252,666498.84,60880.10737879423,0.09134315579423098,14650.181533503648,0.06967915422209371,0.9059828324660547,0,0,0,0,0,0,0
02,2019,English Woods,28,10,0,18,83.45,167.58,474,204.5326968973747,158.82959427207638,87.1073985680191,25.114081145584727,3.17,0.3694690265486726,0.6331795120969427,2.26,1,39816,126216.72,12663.768630071601,0.10033352657295802,2625.9826252983294,0.06595294919877259,0.7994659878686733,0,0,0,0,0,0,0
02,2019,Evanston,28,10,0,18,83.45,167.58,8382,3597.7072654290737,1822.8614010348233,1000.7328668759236,406.4947770094157,3.17,0.18805791287811816,0.8339138293209494,2.1589895013123357,0.36,704088,2231958.96,113380.82719896676,0.05079879569065497,11854.485672090099,0.016836653475261757,0.9015492784868661,0,0,0,0,0,0,0
02,2019,Hartwell,28,10,0,18,83.45,167.58,5397,2651,829,241,190,3.17,0.10562052055827989,0.9163390716745318,1.98,1,453348,1437113.16,46922.4,0.032650456001669347,10085.4,0.022246486143095368,0.9712360138192965,0,0,0,0,0,0,0
02,2019,Hyde Park,28,10,0,18,83.45,167.58,13291,6703,2567,1591,218,3.17,0.01626137550350589,0.9545286940146902,1.971784666315552,0.65,1116444,3539127.48,18266.22,0.0051612212623660565,27514.890000000003,0.024645114309360793,0.984335029586417,0,0,0,0,0,0,0
02,2019,Kennedy Heights,28,10,0,18,83.45,167.58,5057,2619,865,427,34,3.17,0.10767468499427263,0.909102726798324,1.92,1,424788,1346577.96,47257.560000000005,0.03509455924854139,10787.4,0.025394785163422695,0.9695920712102881,0,0,0,0,0,0,0
02,2019,Linwood,28,10,0,18,83.45,167.58,687,268,202,127,39,3.17,0.2835820895522388,0.7508719461226344,2.56,1,57708,182934.36,12736.08,0.06962103784111416,3884.4,0.06731129132875859,0.8878042752925072,0,0,0,0,0,0,0
02,2019,Lower Price Hill,28,10,0,18,83.45,167.58,761,249.3715139442231,284.996015936255,83.37649402390439,51.54183266932271,3.17,0.5319148936170213,0.5297077402677616,2.29,1,63924,202639.08,22228.552290836655,0.10969528824764037,3157.088844621514,0.04938816163915766,0.6887911901545596,0,0,0,0,0,0,0
02,2019,Madisonville,28,10,0,18,83.45,167.58,10838,5173,2288,1160,273,3.17,0.10806108641020684,0.8747427116556309,2.1310924524820076,1,910392,2885942.64,93677.22,0.03245983433683214,33532.200000000004,0.03683270503255741,0.9440352510250205,0,0,0,0,0,0,0
02,2019,Millvale,28,10,0,18,83.45,167.58,2150,863.3146461107217,890.4344779257183,502.4702172389629,66.29292221443588,3.17,0.5305410122164049,0.5711313067425566,2.48,1,180600,572502,76755.63279607568,0.13407050594770967,13309.057463209534,0.07369356291921116,0.7788953756094774,0,0,0,0,0,0,0
02,2019,Mt. Adams,28,10,0,18,83.45,167.58,1629,1030,92,46,26,3.17,0,0.9719854660198584,1.58,0.13,136836,433770.12,0,0,219.024,0.0016006314127861088,0.9735860974326445,0,0,0,0,0,0,0
02,2019,Mt. Airy,28,10,0,18,83.45,167.58,8950,3913.51504818384,2508.398813936249,1501.7774647887325,430.7405485544848,3.17,0.2776781334334773,0.7694442473803557,2.274527374301676,1,751800,2383206,182108.77605633804,0.0764133591709395,45220.92151223129,0.06015020153263007,0.9060078080839252,0,0,0,0,0,0,0
02,2019,Mt. Auburn,28,10,0,18,83.45,167.58,4641,2132,961,570,133,3.17,0.16604127579737335,0.8442274463475321,2.01,1,389844,1235805.48,59323.32000000001,0.04800376836004968,16450.2,0.042196878751500605,0.9344280934590824,0,0,0,0,0,0,0
02,2019,Mt. Lookout,28,10,0,18,83.45,167.58,4996,2118.6603225806452,1233.2783870967742,701.3706451612903,159.8841935483871,3.17,0,0.9722361007336349,2.3699679743795037,0.13,419664,1330334.88,0,0,2619.937219354839,0.006242940112458631,0.9784790408460935,0,0,0,0,0,0,0
02,2019,Mt. Washington,28,10,0,18,83.45,167.58,12297,5492.241855799697,3154.5783304176066,1700.5546328259147,391.2559107458913,3.17,0.16094788735060636,0.8925560941004734,2.225589981296251,0.45,1032948,3274445.16,148134.80836572786,0.04523966691374604,22026.76502381112,0.02132417607063581,0.9591199370848553,0,0,0,0,0,0,0
02,2019,North Avondale - Paddock Hills,28,10,0,18,83.45,167.58,4236,1513.6275674758106,606.1700899677475,288.34425394669836,103.54506874893906,3.17,0.20760095011876484,0.8528371305477184,2,1,355824,1127962.08,52658.75073162451,0.046684859061595856,9170.210151077916,0.025771758372335526,0.9252937479816497,0,0,0,0,0,0,0
02,2019,North Fairmount,28,10,0,18,83.45,167.58,1621.0000000000002,699.4673031026254,543.1704057279237,297.89260143198095,85.88591885441528,3.17,0.36946902654867253,0.6331795120969428,2.26,1,136164.00000000003,431639.88000000006,43307.9513699284,0.10033352657295798,8980.41737470167,0.06595294919877256,0.7994659878686734,0,0,0,0,0,0,0
02,2019,Northside,28,10,0,18,83.45,167.58,7865,3918,1410,678,239,3.17,0.16436957631444615,0.8867734901430023,2.006624284806103,1,660660,2094292.2,107921.52000000002,0.05153126197003456,21457.8,0.03247933884297521,0.970784090956012,0,0,0,0,0,0,0
02,2019,Oakley,28,10,0,18,83.45,167.58,12034,6473,1256,478,247,3.17,0.0522169009732736,0.9411240328092694,1.8348454379258765,1,1010856,3204413.52,56642.04000000001,0.01767625796311083,16965,0.016782805859588308,0.9755830966319685,0,0,0,0,0,0,0
02,2019,Over-the-Rhine,28,10,0,18,83.45,167.58,5200,2498,1076,598,132,3.17,0.32506004803843075,0.812888983355209,1.8602653846153847,0.65,436800,1384656,136074.96000000002,0.09827347731133222,11103.300000000001,0.02541964285714286,0.936582103523684,0,0,0,0,0,0,0
02,2019,Pendleton,28,10,0,18,83.45,167.58,1083,571,238,111,49,3.17,0.21891418563922943,0.8248001052224421,1.9,1,90972,288381.24,20947.500000000004,0.07263822015606843,3744,0.04115552037989711,0.9385938457584077,0,0,0,0,0,0,0
02,2019,Pleasant Ridge,28,10,0,18,83.45,167.58,7182,3534.503298774741,1409.428840716305,690.7728557964185,255.6503298774741,3.17,0.08555060280930575,0.9452307188309471,2.006922862712337,1,603288,1912422.96,50672.65402450518,0.02649657271658419,22146.30254476909,0.03670933707411566,1.008436628621647,0,0,0,0,0,0,0
02,2019,Queensgate,28,10,0,18,83.45,167.58,243,79.62848605577689,91.00398406374502,26.62350597609562,16.45816733067729,3.17,0.5319148936170213,0.5297077402677615,2.29,1,20412,64706.04,7097.947709163347,0.10969528824764035,1008.1111553784863,0.049388161639157664,0.6887911901545595,0,0,0,0,0,0,0
02,2019,Riverside,28,10,0,18,83.45,167.58,1772,929.6467065868264,299.67664670658684,135.77844311377248,49.70059880239521,3.17,0.17914216333550184,0.8507807900977372,1.9201128668171552,1,148848,471848.16,27908.5925748503,0.059147401517577816,4340.209580838324,0.02915866911774645,0.9390868607330615,0,0,0,0,0,0,0
02,2019,Roselawn,28,10,0,18,83.45,167.58,7627,3442,2060,1154,384,3.17,0.29110981987216733,0.73354247133246,2.1238612822866134,1,640668,2030917.56,167915.16,0.0826794564718816,35989.200000000004,0.056174492873063746,0.8723964206774053,0,0,0,0,0,0,0
02,2019,Sayler Park,28,10,0,18,83.45,167.58,3001,1169,690,395,136,3.17,0.12745936698032506,0.8703071564957771,2.56,1,252084,799106.28,24969.420000000002,0.031246682231054423,12425.4,0.04929071261960299,0.9508445513464344,0,0,0,0,0,0,0
02,2019,Sedamsville,28,10,0,18,83.45,167.58,520,218.35329341317367,118.32335329341318,64.22155688622755,25.29940119760479,3.17,0.3868092691622103,0.7831568153803606,2.26,1,43680,138465.6,14153.987425149704,0.10222024405447781,2094.7904191616767,0.04795765611633875,0.9333347155511772,0,0,0,0,0,0,0
02,2019,South Cumminsville,28,10,0,18,83.45,167.58,704,282.68535388927825,291.5655220742817,164.52978276103715,21.70707778556412,3.17,0.5305410122164048,0.5711313067425566,2.48,1,59136,187461.12,25133.007203924317,0.13407050594770967,4357.94253679047,0.07369356291921113,0.7788953756094774,0,0,0,0,0,0,0
02,2019,South Fairmount,28,10,0,18,83.45,167.58,1981,855,453,211,131,3.17,0.3929824561403509,0.7047997946218072,2.09,1,166404,527500.6799999999,56306.880000000005,0.10674276287188864,8002.8,0.04809259392803058,0.8596351514217264,0,0,0,0,0,0,0
02,2019,Spring Grove Village,28,10,0,18,83.45,167.58,2171,862,599,373,70,3.17,0.2122969837587007,0.8897402149484337,2.51,1,182364,578093.88,30667.140000000007,0.05304871935333411,10366.2,0.05684345594525236,0.9996323902470201,0,0,0,0,0,0,0
02,2019,Villages at Roll Hill,28,10,0,18,83.45,167.58,2348,847,1244,487,48,3.17,0.7107438016528925,0.41098250836216993,2.77,1,197232,625225.44,100883.16,0.16135485465850527,12519,0.06347347286444391,0.6358108358851191,0,0,0,0,0,0,0
02,2019,Walnut Hills,28,10,0,18,83.45,167.58,6368,3492,1070,513,163,3.17,0.45217640320733105,0.732733199879062,1.7996058417085423,0.69,534912,1695671.04,264608.82,0.15604961915254506,10914.695999999998,0.02040465721464465,0.9091874762462518,0,0,0,0,0,0,0
02,2019,West End,28,10,0,18,83.45,167.58,6695,3532.019985196151,1595.9089563286454,1087.6439674315322,210.5988156920799,3.17,0.36344459139700896,0.7446391726929729,1.9098760268857355,1,562380,1782744.5999999999,215121.36683937826,0.12066864027487632,30378.881125092525,0.054018423708333374,0.9193262366761825,0,0,0,0,0,0,0
02,2019,West Price Hill,28,10,0,18,83.45,167.58,18343,7664.524854369146,5121.964782260825,2655.326325370089,847.0986757029516,3.17,0.23711169197677295,0.8528769473865814,2.3877086627051196,1,1540812,4884374.04,304551.25432644424,0.06235215645492298,81956.74502510914,0.053190619637638555,0.968419723479143,0,0,0,0,0,0,0
02,2019,Westwood,28,10,0,18,83.45,167.58,32316,14259.456878767289,8629.008023236744,4229.56188180478,1379.3619842848082,3.17,0.223270087422473,0.8457906397845295,2.2547292362916203,1,2714544,8605104.48,533526.1526212058,0.06200112431652959,131248.81846649636,0.04835022695027097,0.95614199105133,0,0,0,0,0,0,0
02,2019,Winton Hills,28,10,0,18,83.45,167.58,6008,2268,3018,1748,402,3.17,0.5476190476190477,0.5481767127280999,2.65,1,504672,1599810.24,208134.36000000002,0.13009940478940804,50310,0.0996885105573521,0.77796462807486,0,0,0,0,0,0,0
02,2020,Avondale,29,11,0,18,121.13,236.98,12719,5968,3390,1896,515,3.33,0.35874664879356566,0.6989734205984481,1.999154335719968,1,1106553,3684821.49,507374.18,0.13769301481141763,56417.4,0.05098481500660158,0.8876512504164673,27908.001,0.025220663628402796,0,0,0,0,0.025220663628402796
02,2020,Bond Hill,29,11,0,18,121.13,236.98,7276,3243,1799,1169,149,3.33,0.13444341658957756,0.8648665894807344,2.20003345413995,1,633012,2107929.96,103323.28000000001,0.049016467321333586,30841.2,0.04872135125400467,0.9626044080560726,113525.93983333334,0.17934247665657735,0,0,0,0,0.17934247665657735
02,2020,California,29,11,0,18,121.13,236.98,930.8790896159318,329.38264580369844,241.57041251778097,113.149359886202,52.40967283072546,3.33,0,0.9712414032173837,2.8,0.13,80986.48079658607,269684.9810526316,0,0,503.6305775248934,0.006218699375144643,0.9774601025925284,0,0,0,0,0,0,0
02,2020,Camp Washington,29,11,0,18,121.13,236.98,1128,412,112,33,24,3.33,0.19174757281553398,0.8930051929138453,1.9,1,98136,326792.88,18721.42,0.057288335045732934,1333.8,0.013591342626559061,0.9638848705861373,2875.829166666667,0.029304528069889407,421,0.0042899649466047116,0,0,0.033594493016494115
02,2020,Carthage,29,11,0,18,121.13,236.98,3021,1040,911,537,286,3.33,0.22596153846153846,0.8068409280797094,2.9,1,262827,875213.91,55690.299999999996,0.0636305014850598,19258.2,0.07327329383967401,0.9437447234044432,27700.451666666668,0.1053942390495142,0,0,0,0,0.1053942390495142
02,2020,Clifton,29,11,0,18,121.13,236.98,8476,4118,1379,751,212,3.33,0.05099562894609033,0.8758416934870757,2.0755682881197384,0.4,737412,2455581.96,49765.799999999996,0.020266397461235625,9013.68,0.012223397503702138,0.9083314884520135,2472.3583333333336,0.0033527503394755356,0,0,0,0,0.0033527503394755356
02,2020,College Hill,29,11,0,18,121.13,236.98,16199,7263,3660,2115,618,3.33,0.144292991876635,0.8424894559041248,2.21074986282997,1,1409313,4693012.29,248355.03999999998,0.052920176776268354,63952.200000000004,0.045378280055601565,0.9407879127359947,24626.6025,0.017474189551930624,405,2.8737406097864706e-4,0,0,0.01776156361290927
02,2020,Columbia Tusculum,29,11,0,18,121.13,236.98,1533.9553736466862,712.7721151307104,250.8824927383153,120.04145761816744,40.70609981515712,3.33,0.027389277389277385,0.9623346130991878,2.15,0.13,133454.11750726172,444402.2112991815,4626.397776604172,0.010410384239716524,488.9940697121734,0.0036641362503151355,0.9764091335892194,0,0,0,0,0,0,0
02,2020,Corryville,29,11,0,18,121.13,236.98,4310,1868,192,75,9,3.33,0.05139186295503212,0.7052290087997718,2.254939759036145,1,374970,1248650.1,22750.079999999998,0.0182197398614712,1965.6000000000001,0.005242019361548924,0.7286907680227919,6452.766666666666,0.017208754478136027,0,0,0,0,0.017208754478136027
02,2020,CUF,29,11,0,18,121.13,236.98,16792,5439,516,180,190,3.33,0.05846662989520132,0.7758753361797359,2.2019930481913512,1,1460904,4864810.32,75359.64,0.015490766349138973,8658,0.005926467447553022,0.7972925699764278,26778.077083333334,0.018329799277251164,0,0,0,0,0.018329799277251164
02,2020,Downtown,29,11,0,18,121.13,236.98,3914.909696521096,2723.1265729089564,201.82013323464105,37.58771280532939,0,3.33,0.11548966225090679,0.9087095158768976,1.4003966813585689,1,340597.1435973354,1134188.4881791268,74528.54359733532,0.06571089759250381,879.5524796447077,0.002582383605320373,0.9770027970747218,3332.3615833333333,0.009783880005972556,0,0,0,0,0.009783880005972556
02,2020,East End,29,11,0,18,121.13,236.98,1462,703,201,94,47,3.33,0.08677098150782361,0.9357052673269892,2.06,1,127194,423556.02,14455.779999999999,0.034129558588259466,3299.4,0.02593990282560498,0.9957747287408537,6451.8395,0.05072440130823781,0,0,0,0,0.05072440130823781
02,2020,East Price Hill,29,11,0,18,121.13,236.98,14788,6063,4110,2240,563,3.33,0.3092528451261752,0.8020828826719687,2.421629116117851,1,1286556,4284231.48,444337.5,0.10371463401879488,65590.2,0.05098122429183028,0.9567787409825939,32713.3015,0.025427032713694547,0,0,0,0,0.025427032713694547
